=============================| Attention |===============================
  This is a prototype version only and not allowed for productive usage.
  Siemens takes no liability for damages or injuries that might result
  in improper usage.
  Please keep this prototype and all information about it confidential.
=========================================================================

*Supported Devices:
**Unknown 
 AI 8xU/I HF || OrderNumber: 6ES7 531-7NF00-0AB0 || FwVersion: V1.2
 AQ 8xU/I HS || OrderNumber: 6ES7 532-5HF00-0AB0 || FwVersion: V2.2

**Plc 
 CPU 1511-1 PN || OrderNumber: 6ES7 511-1AL03-0AB0 || FwVersion: V3.0
 CPU 1511-1 PN || OrderNumber: 6ES7 511-1AL03-0AB0 || FwVersion: V3.1
 CPU 1513-1 PN || OrderNumber: 6ES7 513-1AM03-0AB0 || FwVersion: V3.0
 CPU 1513-1 PN || OrderNumber: 6ES7 513-1AM03-0AB0 || FwVersion: V3.1
 CPU 1515-2 PN || OrderNumber: 6ES7 515-2AN03-0AB0 || FwVersion: V3.0
 CPU 1515-2 PN || OrderNumber: 6ES7 515-2AN03-0AB0 || FwVersion: V3.1
 CPU 1516-3 PN/DP || OrderNumber: 6ES7 516-3AN01-0AB0 || FwVersion: V2.9
 CPU 1516-3 PN/DP || OrderNumber: 6ES7 516-3AP03-0AB0 || FwVersion: V3.0
 CPU 1516-3 PN/DP || OrderNumber: 6ES7 516-3AP03-0AB0 || FwVersion: V3.1
 CPU 1517-3 PN/DP || OrderNumber: 6ES7 517-3AP00-0AB0 || FwVersion: V3.0
 CPU 1517-3 PN/DP || OrderNumber: 6ES7 517-3AP00-0AB0 || FwVersion: V3.1
 CPU 1517V-1 PN  || OrderNumber: 6ES7 587-1AP00-0AB0 || FwVersion: V3.1
 CPU 1518-4 PN/DP || OrderNumber: 6ES7 518-4AP00-0AB0 || FwVersion: V2.9
 CPU 1518-4 PN/DP || OrderNumber: 6ES7 518-4AP00-0AB0 || FwVersion: V3.0
 CPU 1518-4 PN/DP || OrderNumber: 6ES7 518-4AP00-0AB0 || FwVersion: V3.1

**Head 
 IM 155-6 MF HF V5.0 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 155-6MU00-0CN0 || GsdId: IM 155-6 MF HF V5.0	
 F-DI 4+F-DQ 2x24VDC/2A, 4xM12 PROFISAFE V2.4 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 146-5FF00-0BA0 || GsdId: F-DI 4+F-DQ 2x24VDC/2A, 4xM12 PROFISAFE V2.4	
 F-DI 4+F-DQ 2x24VDC/2A, 4xM12 PROFISAFE V2.6 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 146-5FF00-0BA0 || GsdId: F-DI 4+F-DQ 2x24VDC/2A, 4xM12 PROFISAFE V2.6	
 F-DI 8x24VDC HF, BP V1.0 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 136-6BA00-0CA0 || GsdId: F-DI 8x24VDC HF, BP	
 F-DI 8x24VDC HF2, BP V1.0 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 136-6BA01-0CA0 || GsdId: F-DI 8x24VDC HF2, BP	
 F-DI 8x24VDC HF2, BP V2.0 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 136-6BA01-0CA0 || GsdId: F-DI 8x24VDC HF2, BP V2	
 F-DI 8x24VDC HF2, XP V1.0 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 136-6BA01-0CA0 || GsdId: F-DI 8x24VDC HF2, XP	
 F-DI 8x24VDC HF2, XP V2.0 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 136-6BA01-0CA0 || GsdId: F-DI 8x24VDC HF2, XP V2	
 F-DQ 4x24VDC/2A PM HF, BP V2.0 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 136-6DB00-0CA0 || GsdId: F-DQ 4x24VDC/2A PM HF, BP	
 F-DQ 8x24VDC/0,5A PP HF, XP V1.0 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 136-6DC00-0CA0 || GsdId: F-DQ 8x24VDC/0,5A PP HF, XP	
 F-DQ 8x24VDC/0.5A PP HF, BP V1.0 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 136-6DC00-0CA0 || GsdId: F-DQ 8x24VDC/0,5A PP HF, BP	
 F-DS 0.1 - 0.4A HF 3DI/LC V1.2 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 3RK1 308-0CA00-0CP0 || GsdId: F-DS 0,1 - 0,4A HF V1.2	
 F-DS 0.3 - 1A HF 3DI/LC V1.0 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 3RK1 308-0CB00-0CP0 || GsdId: F-DS 0,3 - 1A HF	
 F-DS 0.3 - 1A HF 3DI/LC V1.2 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 3RK1 308-0CB00-0CP0 || GsdId: F-DS 0,3 - 1A HF V1.2	
 F-DS 0.9 - 3A HF 3DI/LC V1.0 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 3RK1 308-0CC00-0CP0 || GsdId: F-DS 0,9 - 3A HF	
 F-DS 0.9 - 3A HF 3DI/LC V1.2 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 3RK1 308-0CC00-0CP0 || GsdId: F-DS 0,9 - 3A HF V1.2	
 F-DS 2.8 - 9A HF 3DI/LC V1.0 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 3RK1 308-0CD00-0CP0 || GsdId: F-DS 2,8 - 9A HF	
 F-DS 2.8 - 9A HF 3DI/LC V1.2 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 3RK1 308-0CD00-0CP0 || GsdId: F-DS 2,8 - 9A HF V1.2	
 F-DS 4.0 - 12A HF 3DI/LC V1.0 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 3RK1 308-0CE00-0CP0 || GsdId: F-DS 4,0 - 12A HF	
 F-DS 4.0 - 12A HF 3DI/LC V1.2 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 3RK1 308-0CE00-0CP0 || GsdId: F-DS 4,0 - 12A HF V1.2	
 F-DS1e-x 0.3-3A HF || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 3RK1 301-0AB13-0AA2 || GsdId: 76	
 F-DS1e-x 0.3-3A HF || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 3RK1 301-0AB13-0AA4 || GsdId: 212	
 F-DS1e-x 2.4-16A HF || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 3RK1 301-0CB13-0AA2 || GsdId: 78	
 F-DS1e-x 2.4-16A HF || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 3RK1 301-0CB13-0AA4 || GsdId: 214	
 F-DS1e-x 2.4-8A HF || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 3RK1 301-0BB13-0AA2 || GsdId: 77	
 F-DS1e-x 2.4-8A HF || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 3RK1 301-0BB13-0AA4 || GsdId: 213	
 F-PM-E 24VDC/8A PPM ST, BP V2.0 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 136-6PA00-0BC0 || GsdId: F-PM-E 24VDC/8A PPM ST, BP	
 F-RQ 1x24..48VDC/24..230VAC/5A V1.0 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 136-6RA00-0BF0 || GsdId: F-RQ 1x24VDC/24..230VAC/5A	
 F-RS 0.1 - 0.4A HF 3DI/LC V1.2 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 3RK1 308-0DA00-0CP0 || GsdId: F-RS 0,1 - 0,4A HF V1.2	
 F-RS 0.3 - 1A HF 3DI/LC V1.0 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 3RK1 308-0DB00-0CP0 || GsdId: F-RS 0,3 - 1A HF	
 F-RS 0.3 - 1A HF 3DI/LC V1.2 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 3RK1 308-0DB00-0CP0 || GsdId: F-RS 0,3 - 1A HF V1.2	
 F-RS 0.9 - 3A HF 3DI/LC V1.0 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 3RK1 308-0DC00-0CP0 || GsdId: F-RS 0,9 - 3A HF	
 F-RS 0.9 - 3A HF 3DI/LC V1.2 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 3RK1 308-0DC00-0CP0 || GsdId: F-RS 0,9 - 3A HF V1.2	
 F-RS 2.8 - 9A HF 3DI/LC V1.0 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 3RK1 308-0DD00-0CP0 || GsdId: F-RS 2,8 - 9A HF	
 F-RS 2.8 - 9A HF 3DI/LC V1.2 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 3RK1 308-0DD00-0CP0 || GsdId: F-RS 2,8 - 9A HF V1.2	
 F-RS 4.0 - 12A HF 3DI/LC V1.0 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 3RK1 308-0DE00-0CP0 || GsdId: F-RS 4,0 - 12A HF	
 F-RS 4.0 - 12A HF 3DI/LC V1.2 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 3RK1 308-0DE00-0CP0 || GsdId: F-RS 4,0 - 12A HF V1.2	
 F-RS1e-x 0.3-3A HF || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 3RK1 301-0AB13-1AA2 || GsdId: 79	
 F-RS1e-x 0.3-3A HF || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 3RK1 301-0AB13-1AA4 || GsdId: 215	
 F-RS1e-x 2.4-16A HF || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 3RK1 301-0CB13-1AA2 || GsdId: 81	
 F-RS1e-x 2.4-16A HF || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 3RK1 301-0CB13-1AA4 || GsdId: 217	
 F-RS1e-x 2.4-8A HF || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 3RK1 301-0BB13-1AA2 || GsdId: 80	
 F-RS1e-x 2.4-8A HF || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 3RK1 301-0BB13-1AA4 || GsdId: 216	
 F-TM Count 1x1Vpp sin/cos HF  PROFIsafe V2.4 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 136-6CB00-0CA0 || GsdId: F-TM-C	
 F-TM Count 1x1Vpp sin/cos HF  PROFIsafe V2.6 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 136-6CB00-0CA0 || GsdId: F-TM-C1	
 F-TM ServoDrive 1x24..48V HF V1.0, PROFIdrive Tel.3, DI || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6BK1 136-6AB00-0CU0 || GsdId: F-TM ServoDrive 1x24..48V HF V1.0, PROFIdrive Tel.3, DI	
 F-TM ServoDrive 1x24..48V HF V1.1, PROFIdrive Tel.1, DI || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6BK1 136-6AB00-0CU0 || GsdId: F-TM ServoDrive 1x24..48V HF V1.1, PROFIdrive Tel.1, DI	
 F-TM ServoDrive 1x24..48V HF V1.1, PROFIdrive Tel.102 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6BK1 136-6AB00-0CU0 || GsdId: F-TM ServoDrive 1x24..48V HF V1.1, PROFIdrive Siemens Tel.102	
 F-TM ServoDrive 1x24..48V HF V1.1, PROFIdrive Tel.2, DI || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6BK1 136-6AB00-0CU0 || GsdId: F-TM ServoDrive 1x24..48V HF V1.1, PROFIdrive Tel.2, DI	
 F-TM ServoDrive 1x24..48V HF V1.1, PROFIdrive Tel.3, DI || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6BK1 136-6AB00-0CU0 || GsdId: F-TM ServoDrive 1x24..48V HF V1.1, PROFIdrive Tel.3, DI	
 F-TM ServoDrive 1x24..48V HF V2.0, PROFIdrive Tel.1, DI || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6BK1 136-6AB01-0CU0 || GsdId: F-TM ServoDrive 1x24..48V HF V2.0, PROFIdrive Tel.1, DI	
 F-TM ServoDrive 1x24..48V HF V2.0, PROFIdrive Tel.102 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6BK1 136-6AB01-0CU0 || GsdId: F-TM ServoDrive 1x24..48V HF V2.0, PROFIdrive Siemens Tel.102	
 F-TM ServoDrive 1x24..48V HF V2.0, PROFIdrive Tel.2, DI || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6BK1 136-6AB01-0CU0 || GsdId: F-TM ServoDrive 1x24..48V HF V2.0, PROFIdrive Tel.2, DI	
 F-TM ServoDrive 1x24..48V HF V2.0, PROFIdrive Tel.3, DI || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6BK1 136-6AB01-0CU0 || GsdId: F-TM ServoDrive 1x24..48V HF V2.0, PROFIdrive Tel.3, DI	
 F-TM ServoDrive 1x24..48V ST V1.0, PROFIdrive Tel.3, DI || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6BK1 136-6AB00-0BU0 || GsdId: F-TM ServoDrive 1x24..48V ST V1.0, PROFIdrive Tel.3, DI	
 F-TM ServoDrive 1x24..48V ST V1.1, PROFIdrive Tel.3, DI || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6BK1 136-6AB00-0BU0 || GsdId: F-TM ServoDrive 1x24..48V ST V1.1, PROFIdrive Tel.3, DI	
 F-TM ServoDrive 1x24..48V ST V1.2, PROFIdrive Tel.3, DI || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6BK1 136-6AB00-0BU0 || GsdId: F-TM ServoDrive 1x24..48V ST V1.2, PROFIdrive Tel.3, DI	
 F-TM ServoDrive 1x24..48V ST V1.3, PROFIdrive Tel.1, DI || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6BK1 136-6AB00-0BU0 || GsdId: F-TM ServoDrive 1x24..48V ST V1.3, PROFIdrive Tel.1, DI	
 F-TM ServoDrive 1x24..48V ST V1.3, PROFIdrive Tel.102 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6BK1 136-6AB00-0BU0 || GsdId: F-TM ServoDrive 1x24..48V ST V1.3, PROFIdrive Siemens Tel.102	
 F-TM ServoDrive 1x24..48V ST V1.3, PROFIdrive Tel.2, DI || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6BK1 136-6AB00-0BU0 || GsdId: F-TM ServoDrive 1x24..48V ST V1.3, PROFIdrive Tel.2, DI	
 F-TM ServoDrive 1x24..48V ST V1.3, PROFIdrive Tel.3, DI || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6BK1 136-6AB00-0BU0 || GsdId: F-TM ServoDrive 1x24..48V ST V1.3, PROFIdrive Tel.3, DI	
 F-TM ServoDrive 1x24..48V ST V2.0, PROFIdrive Tel.1, DI || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6BK1 136-6AB01-0BU0 || GsdId: F-TM ServoDrive 1x24..48V ST V2.0, PROFIdrive Tel.1, DI	
 F-TM ServoDrive 1x24..48V ST V2.0, PROFIdrive Tel.102 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6BK1 136-6AB01-0BU0 || GsdId: F-TM ServoDrive 1x24..48V ST V2.0, PROFIdrive Siemens Tel.102	
 F-TM ServoDrive 1x24..48V ST V2.0, PROFIdrive Tel.2, DI || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6BK1 136-6AB01-0BU0 || GsdId: F-TM ServoDrive 1x24..48V ST V2.0, PROFIdrive Tel.2, DI	
 F-TM ServoDrive 1x24..48V ST V2.0, PROFIdrive Tel.3, DI || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6BK1 136-6AB01-0BU0 || GsdId: F-TM ServoDrive 1x24..48V ST V2.0, PROFIdrive Tel.3, DI	
 F-TM StepDrive 1x24..48V ST V1.0, PROFIdrive Tel.3, DI || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6BK1 136-6SB00-0BU0 || GsdId: F-TM StepDrive 1x24..48V ST V1.0, PROFIdrive Tel.3, DI	
 F-TM StepDrive 1x24..48V ST V2.0, PROFIdrive Tel.1, DI || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6BK1 136-6SB01-0BU0 || GsdId: F-TM StepDrive 1x24..48V ST V2.0, PROFIdrive Tel.1, DI	
 F-TM StepDrive 1x24..48V ST V2.0, PROFIdrive Tel.2, DI || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6BK1 136-6SB01-0BU0 || GsdId: F-TM StepDrive 1x24..48V ST V2.0, PROFIdrive Tel.2, DI	
 F-TM StepDrive 1x24..48V ST V2.0, PROFIdrive Tel.3, DI || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6BK1 136-6SB01-0BU0 || GsdId: F-TM StepDrive 1x24..48V ST V2.0, PROFIdrive Tel.3, DI	
 ICU24 || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6SL3 244-0SA00-1AA0 || GsdId: 152	
 ICU24; Standard telegram 1 || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6SL3 244-0SA00-1AA1 || GsdId: 232	
 ICU24F || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6SL3 244-0SA01-1AA0 || GsdId: 153	
 ICU24F; Standard telegram 1 || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6SL3 244-0SA01-1AA1 || GsdId: 234	
 MSO LOCAL   1 Byte || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: N/A || GsdId: Local MSO Module 1 byte	
 MSO LOCAL   1 Byte || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: N/A || GsdId: Local MSO Module 1 byte_6subslots	
 MSO Local   1 Byte+DS IN || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: N/A || GsdId: Local MSO Submodule Input 1 Byte	
 MSO LOCAL   2 Byte || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: N/A || GsdId: Local MSO Module 2 byte	
 MSO LOCAL   2 Byte || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: N/A || GsdId: Local MSO Module 2 byte_6subslots	
 MSO Local   2 Byte+DS IN || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: N/A || GsdId: Local MSO Submodule Input 2 Byte	
 MSO LOCAL   4 Byte || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: N/A || GsdId: Local MSO Module 4 byte	
 MSO LOCAL   4 Byte || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: N/A || GsdId: Local MSO Module 4 byte_6subslots	
 MSO Local   4 Byte+DS IN || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: N/A || GsdId: Local MSO Submodule Input 4 Byte	
 MSO LOCAL   8 Byte || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: N/A || GsdId: Local MSO Module 8 byte	
 MSO LOCAL   8 Byte || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: N/A || GsdId: Local MSO Module 8 byte_6subslots	
 MSO Local   8 Byte+DS IN || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: N/A || GsdId: Local MSO Submodule Input 8 Byte	
 MSO LOCAL  16 Byte || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: N/A || GsdId: Local MSO Module 16 byte	
 MSO LOCAL  16 Byte || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: N/A || GsdId: Local MSO Module 16 byte_6subslots	
 MSO Local  16 Byte+DS IN || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: N/A || GsdId: Local MSO Submodule Input 16 Byte	
 MSO LOCAL  32 Byte || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: N/A || GsdId: Local MSO Module 32 byte	
 MSO LOCAL  32 Byte || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: N/A || GsdId: Local MSO Module 32 byte_6subslots	
 MSO Local  32 Byte+DS IN || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: N/A || GsdId: Local MSO Submodule Input 32 Byte	
 MSO LOCAL  64 Byte || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: N/A || GsdId: Local MSO Module 64 byte	
 MSO LOCAL  64 Byte || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: N/A || GsdId: Local MSO Module 64 byte_6subslots	
 MSO Local  64 Byte+DS IN || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: N/A || GsdId: Local MSO Submodule Input 64 Byte	
 MSO LOCAL 128 Byte || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: N/A || GsdId: Local MSO Module 128 byte	
 MSO LOCAL 128 Byte || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: N/A || GsdId: Local MSO Module 128 byte_6subslots	
 MSO Local 128 Byte+DS IN || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: N/A || GsdId: Local MSO Submodule Input 128 Byte	
 MSO LOCAL 244 Byte || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: N/A || GsdId: Local MSO Module 244 byte_6subslots	
 MSO Local 244 Byte+DS IN || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: N/A || GsdId: Local MSO Submodule Input 244 Byte	
 MSO LOCAL 253 Byte || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: N/A || GsdId: Local MSO Module 253 byte	
 MSO LOCAL 253 Byte || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: N/A || GsdId: Local MSO Module 253 byte_6subslots	
 MSO Local 253 Byte+DS IN || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: N/A || GsdId: Local MSO Submodule Input 253 Byte	
 PM-D DC24V || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 3RK1 903-0BA00 || GsdId: 43	
 PM-D F X1 || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 3RK1 903-3DA00 || GsdId: 50	
 PM-D F1 SIGUARD || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 3RK1 903-1BA00 || GsdId: 44	
 PM-D F2 SIGUARD || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 3RK1 903-1BB00 || GsdId: 45	
 PM-D F3 SIGUARD || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 3RK1 903-1BD00 || GsdId: 46	
 PM-D F4 SIGUARD || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 3RK1 903-1BC00 || GsdId: 47	
 PM-D F5 SIGUARD || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 3RK1 903-1BE00 || GsdId: 48	
 PM-E DC24..48V || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 138-4CA50-0AB0 || GsdId: 85	
 PM-E DC24..48V S || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 138-4CA50-0AB0 || GsdId: 86	
 PM-E DC24..48V/ AC24..230V || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 138-4CB00-0AB0 || GsdId: 41	
 PM-E DC24..48V/ AC24..230V || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 138-4CB10-0AB0 || GsdId: 42	
 PM-E DC24..48V/ AC24..230V || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 138-4CB11-0AB0 || GsdId: 193	
 PM-E DC24..48V/ AC24..230V S || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 138-4CB10-0AB0 || GsdId: 89	
 PM-E DC24..48V/ AC24..230V S || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 138-4CB11-0AB0 || GsdId: 192	
 PM-E DC24V || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 138-4CA00-0AA0 || GsdId: 7	
 PM-E DC24V || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 138-4CA01-0AA0 || GsdId: 179	
 PM-E DC24V /8A RO || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 138-4CA80-0AB0 || GsdId: 272	
 PM-E DC24V /8A RO S || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 138-4CA80-0AB0 || GsdId: 273	
